,name,year,sellingprice,kmdriven,fuel,sellertype,transmission,owner,kmdriven_sc,year_sc,sellingprice_sc
931,Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,First Owner,-0.2066046353263347,-1.919586113223152,-0.7331727757650174
932,Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Dealer,Manual,First Owner,-0.3048062840997836,-0.2587948015036446,-0.2059308594520841
933,Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,-0.233191981282465,0.4529729035190014,0.4423173983097191
934,Maruti Swift Dzire VDI,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,-0.4225839384038348,0.927484706867432,0.1657314749980164
935,Volkswagen Jetta 2.0L TDI Highline AT,2012,735000,55300,Diesel,Dealer,Automatic,First Owner,-0.2340496376036305,-0.2587948015036446,0.3991008477922656
936,Tata Indica Vista Quadrajet 90 VX,2012,285000,74300,Diesel,Dealer,Manual,First Owner,0.1733371149499782,-0.2587948015036446,-0.3787970615218983
937,Honda City VX MT,2010,350000,48781,Petrol,Dealer,Manual,First Owner,-0.3738261765455766,-0.7333066048520753,-0.266434030176519
938,Volkswagen Jetta 1.9 Highline TDI,2010,290000,87620,Diesel,Dealer,Automatic,First Owner,0.458936669898087,-0.7333066048520753,-0.3701537514184076
939,Volkswagen Vento 1.5 TDI Highline Plus AT,2017,890000,40219,Diesel,Dealer,Automatic,First Owner,-0.5574075120910501,0.927484706867432,0.6670434610004776
940,Honda Jazz VX,2011,385000,11473,Petrol,Dealer,Manual,First Owner,-1.173762227296631,-0.49605070317786,-0.2059308594520841
941,Maruti Eeco 5 Seater AC BSIV,2017,425000,8352,Petrol,Dealer,Manual,First Owner,-1.2406808617555685,0.927484706867432,-0.1367843786241584
942,Maruti Wagon R VXI AMT1.2BSIV,2017,525000,9745,Petrol,Dealer,Automatic,First Owner,-1.2108129803709802,0.927484706867432,0.0360818234456557
943,Hyundai Grand i10 Asta,2017,550000,9748,Petrol,Dealer,Manual,First Owner,-1.2107486561468928,0.927484706867432,0.0792983739631093
944,Volkswagen Polo 1.0 MPI Trendline,2012,271000,49000,Petrol,Dealer,Manual,First Owner,-0.3691305081871955,-0.2587948015036446,-0.4029983298116723
945,Hyundai Creta 1.6 CRDi SX Option,2018,1490000,20694,Diesel,Dealer,Manual,First Owner,-0.976051003859956,1.1647406085416476,1.7042406734193627
946,Hyundai Grand i10 Asta Option,2015,490000,31080,Petrol,Dealer,Manual,First Owner,-0.753360540069336,0.4529729035190014,-0.0244213472787791
947,Hyundai EON Era Plus,2014,260000,37605,Petrol,Dealer,Manual,First Owner,-0.613455352679215,0.2157170018447861,-0.4220136120393519
948,Hyundai Xcent 1.1 CRDi SX Option,2014,455000,55850,Diesel,Dealer,Manual,First Owner,-0.2222568631876049,0.2157170018447861,-0.0849245180032141
949,Tata Nano Lx BSIV,2010,75000,58850,Petrol,Dealer,Manual,First Owner,-0.1579326391001931,-0.7333066048520753,-0.7418160858685081
950,Toyota Etios Cross 1.2L G,2015,421000,23839,Petrol,Dealer,Manual,First Owner,-0.9086177756083192,0.4529729035190014,-0.143699026706951
951,Maruti Swift DDiS LDI,2016,550000,54000,Diesel,Dealer,Manual,First Owner,-0.261923468041509,0.6902288051932168,0.0792983739631093
952,Hyundai i10 Sportz 1.2 AT,2013,330000,38000,Petrol,Dealer,Automatic,First Owner,-0.6049859965077058,-0.0215388998294292,-0.3010072705904819
953,Volkswagen Vento 1.5 TDI Comfortline,2012,390000,45454,Diesel,Dealer,Manual,First Owner,-0.4451617410585163,-0.2587948015036446,-0.1972875493485934
954,Skoda Rapid 1.5 TDI AT Ambition,2015,599000,46957,Diesel,Dealer,Automatic,First Owner,-0.412935304790723,0.4529729035190014,0.1640028129773182
955,Hyundai Getz GLE,2007,110000,60000,Petrol,Individual,Manual,Fourth & Above Owner,-0.1332750198666852,-1.4450743098747214,-0.6813129151440732
956,Renault KWID RXT Optional,2016,250000,25000,Petrol,Individual,Manual,First Owner,-0.8837243008864907,0.6902288051932168,-0.4393002322463333
957,Mahindra Scorpio M2DI,2012,600000,110000,Diesel,Individual,Manual,Fourth & Above Owner,0.9387953815901798,-0.2587948015036446,0.1657314749980164
958,Ford Endeavour XLT TDCi 4X2,2008,280000,190000,Diesel,Individual,Manual,Second Owner,2.654108023921164,-1.207818408200506,-0.387440371625389
959,Audi Q3 35 TDI Quattro Technology,2018,2700000,25000,Diesel,Individual,Automatic,First Owner,-0.8837243008864907,1.1647406085416476,3.795921718464115
960,Mahindra Renault Logan 1.4 GLX Petrol,2008,80000,90000,Petrol,Individual,Manual,First Owner,0.5099672210074339,-1.207818408200506,-0.7331727757650174
961,Maruti Alto K10 VXI,2019,350000,5000,Petrol,Individual,Manual,First Owner,-1.3125524614692368,1.401996510215863,-0.266434030176519
962,Maruti Swift VDI BSIV,2015,475000,60000,Diesel,Individual,Manual,First Owner,-0.1332750198666852,0.4529729035190014,-0.0503512775892513
963,Audi A5 Sportback,2020,4700000,1500,Diesel,Individual,Automatic,First Owner,-1.3875973895712173,1.6392524118900782,7.253245759860398
964,Maruti Swift Dzire VDI,2018,500000,50000,Diesel,Individual,Manual,First Owner,-0.3476891001580582,1.1647406085416476,-0.0071347270717977
965,Chevrolet Sail Hatchback 1.3 TCDi LT ABS,2014,250000,120000,Diesel,Individual,Manual,First Owner,1.153209461881553,0.2157170018447861,-0.4393002322463333
966,Hyundai Accent CRDi,2005,100000,120000,Diesel,Individual,Manual,Second Owner,1.153209461881553,-1.919586113223152,-0.6985995353510546
967,Maruti Alto K10 VXI Airbag,2019,350000,5000,Petrol,Individual,Manual,First Owner,-1.3125524614692368,1.401996510215863,-0.266434030176519
968,BMW 7 Series Signature 730Ld,2014,4000000,47000,Diesel,Individual,Automatic,First Owner,-0.4120133242454701,0.2157170018447861,6.0431823453717
969,Toyota Camry 2.5 Hybrid,2017,1900000,20000,Petrol,Individual,Automatic,First Owner,-0.9909313410321772,0.927484706867432,2.412992101905601
970,Hyundai Santro Xing XG,2005,95000,120000,Petrol,Individual,Manual,Second Owner,1.153209461881553,-1.919586113223152,-0.7072428454545453
971,Hyundai Grand i10 CRDi Sportz,2015,409999,58000,Diesel,Individual,Manual,First Owner,-0.1761578359249598,0.4529729035190014,-0.1627160375966512
972,Mahindra XUV500 W5 BSIV,2018,1050000,35000,Diesel,Individual,Manual,First Owner,-0.6693102205951177,1.1647406085416476,0.9436293843121802
973,Maruti Alto K10 VXI,2017,320000,30000,Petrol,Individual,Manual,First Owner,-0.7765172607408042,0.927484706867432,-0.3182938907974633
974,Mahindra XUV300 W8 Option Diesel BSIV,2019,1000000,10000,Diesel,Individual,Manual,First Owner,-1.2053454213235502,1.401996510215863,0.8571962832772733
975,Toyota Innova Crysta 2.4 VX MT BSIV,2017,1770000,25000,Diesel,Individual,Manual,First Owner,-0.8837243008864907,0.927484706867432,2.1882660392148425
976,Mahindra Thar CRDe,2018,950000,20000,Diesel,Individual,Manual,First Owner,-0.9909313410321772,1.1647406085416476,0.7707631822423662
977,Maruti Swift Dzire ZDI,2018,750000,50000,Diesel,Individual,Manual,First Owner,-0.3476891001580582,1.1647406085416476,0.4250307781027377
978,Hyundai EON Magna Plus,2014,220000,42000,Petrol,Individual,Manual,First Owner,-0.5192203643911566,0.2157170018447861,-0.4911600928672776
979,Tata Hexa XM,2017,1000000,50000,Diesel,Individual,Manual,First Owner,-0.3476891001580582,0.927484706867432,0.8571962832772733
980,Honda Mobilio E i DTEC,2017,660000,116000,Diesel,Individual,Manual,First Owner,1.0674438297650035,0.927484706867432,0.2694511962399049
981,Maruti Ertiga ZDI,2015,716000,100000,Diesel,Individual,Manual,First Owner,0.7243813012988068,0.4529729035190014,0.3662562693990009
982,Maruti Ciaz ZXi Plus,2015,675000,66000,Petrol,Individual,Manual,First Owner,-0.0046265716918613,0.4529729035190014,0.295381126550377
983,Mahindra Scorpio LX,2010,385000,110000,Diesel,Individual,Manual,Third Owner,0.9387953815901798,-0.7333066048520753,-0.2059308594520841
984,Fiat Grande Punto EVO 1.3 Dynamic,2014,325000,70000,Diesel,Individual,Manual,First Owner,0.0811390604246878,0.2157170018447861,-0.3096505806939726
985,Hyundai Creta 1.6 CRDi SX Option,2015,950000,60000,Diesel,Individual,Manual,First Owner,-0.1332750198666852,0.4529729035190014,0.7707631822423662
986,Ford Endeavour Hurricane Limited Edition,2007,400000,110000,Diesel,Individual,Automatic,Fourth & Above Owner,0.9387953815901798,-1.4450743098747214,-0.1800009291416119
987,Tata Indica Vista TDI LS,2014,250000,25000,Diesel,Individual,Manual,First Owner,-0.8837243008864907,0.2157170018447861,-0.4393002322463333
988,Land Rover Discovery S 2.0 SD4,2018,4000000,68000,Petrol,Individual,Automatic,First Owner,0.0382562443664132,1.1647406085416476,6.0431823453717
989,Maruti Alto 800 LXI,2014,210000,20000,Petrol,Individual,Manual,First Owner,-0.9909313410321772,0.2157170018447861,-0.5084467130742589
990,Hyundai i10 Era 1.1 iTech SE,2011,147000,110000,Petrol,Individual,Manual,Second Owner,0.9387953815901798,-0.49605070317786,-0.6173524203782419
991,Maruti Vitara Brezza VDi Option,2018,725000,26350,Diesel,Individual,Manual,First Owner,-0.8547784000471553,1.1647406085416476,0.3818142275852842
992,Mahindra Scorpio SLE BSIV,2012,550000,90000,Diesel,Individual,Manual,First Owner,0.5099672210074339,-0.2587948015036446,0.0792983739631093
993,Hyundai i20 Sportz Option 1.2,2016,475000,25000,Petrol,Individual,Manual,First Owner,-0.8837243008864907,0.6902288051932168,-0.0503512775892513
994,Hyundai Santro Xing GLS,2014,250000,50000,Petrol,Individual,Manual,Second Owner,-0.3476891001580582,0.2157170018447861,-0.4393002322463333
995,Tata Indica LSI,2006,70000,60000,Petrol,Individual,Manual,Second Owner,-0.1332750198666852,-1.682330211548937,-0.7504593959719988
996,Hyundai EON Era Plus,2012,160000,70000,Petrol,Individual,Manual,Third Owner,0.0811390604246878,-0.2587948015036446,-0.594879814109166
997,Ford Endeavour 3.0L 4X4 AT,2011,1000000,90000,Diesel,Individual,Automatic,Second Owner,0.5099672210074339,-0.49605070317786,0.8571962832772733
998,Hyundai Santro LE zipPlus,2001,68000,70000,Petrol,Individual,Manual,First Owner,0.0811390604246878,-2.8686097199200136,-0.7539167200133952
999,Hyundai Grand i10 1.2 Kappa Asta,2017,500000,26500,Petrol,Individual,Manual,First Owner,-0.8515621888427848,0.927484706867432,-0.0071347270717977
1000,Tata Indigo CR4,2013,170000,60000,Diesel,Individual,Manual,First Owner,-0.1332750198666852,-0.0215388998294292,-0.5775931939021847
1001,Mahindra Scorpio S11 BSIV,2018,1300000,35000,Diesel,Individual,Manual,First Owner,-0.6693102205951177,1.1647406085416476,1.3757948894867158
1002,Hyundai Creta 1.4 EX Diesel,2020,1050000,10000,Diesel,Individual,Manual,First Owner,-1.2053454213235502,1.6392524118900782,0.9436293843121802
1003,Maruti Ritz LXI,2009,300000,15000,Petrol,Individual,Manual,First Owner,-1.0981383811778638,-0.9705625065262908,-0.3528671312114262
1004,Hyundai i20 Magna 1.2,2016,600000,25000,Petrol,Individual,Manual,First Owner,-0.8837243008864907,0.6902288051932168,0.1657314749980164
1005,Hyundai Verna CRDi 1.6 SX,2017,900000,50000,Diesel,Individual,Manual,First Owner,-0.3476891001580582,0.927484706867432,0.6843300812074591
1006,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,25000,Petrol,Individual,Manual,First Owner,-0.8837243008864907,1.401996510215863,0.0792983739631093
1007,Maruti Alto LX,2007,100000,52000,Petrol,Individual,Manual,Second Owner,-0.3048062840997836,-1.4450743098747214,-0.6985995353510546
1008,Honda Brio 1.2 S MT,2017,400000,15000,Petrol,Individual,Manual,First Owner,-1.0981383811778638,0.927484706867432,-0.1800009291416119
1009,Tata Nano Lx,2011,120000,20000,Petrol,Individual,Manual,First Owner,-0.9909313410321772,-0.49605070317786,-0.6640262949370918
1010,Hyundai i20 Asta 1.4 CRDi,2013,300000,90000,Diesel,Individual,Manual,First Owner,0.5099672210074339,-0.0215388998294292,-0.3528671312114262
1011,Tata Indigo LX,2011,140000,60000,Diesel,Individual,Manual,Second Owner,-0.1332750198666852,-0.49605070317786,-0.6294530545231289
1012,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,640000,23000,Petrol,Individual,Manual,First Owner,-0.9266071169447652,0.4529729035190014,0.2348779558259421
1013,Maruti Alto K10 VXI,2018,380000,22155,Petrol,Individual,Manual,First Owner,-0.9447251067293864,1.1647406085416476,-0.2145741695555748
1014,Tata Nano Lx,2011,120000,20000,Petrol,Individual,Manual,First Owner,-0.9909313410321772,-0.49605070317786,-0.6640262949370918
1015,Maruti Ciaz 1.4 Delta,2018,650000,70000,Petrol,Individual,Manual,First Owner,0.0811390604246878,1.1647406085416476,0.2521645760329235
1016,Maruti Alto LX,2009,150000,60000,Petrol,Individual,Manual,Second Owner,-0.1332750198666852,-0.9705625065262908,-0.6121664343161475
1017,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000,35000,Petrol,Individual,Manual,First Owner,-0.6693102205951177,1.1647406085416476,0.0792983739631093
1018,Mahindra XUV500 W8 4WD,2012,650000,71042,Diesel,Dealer,Manual,First Owner,0.1034810075910488,-0.2587948015036446,0.2521645760329235
1019,Mitsubishi Pajero Sport 4X4,2012,1025000,167870,Diesel,Dealer,Manual,Second Owner,2.1796096642363554,-0.2587948015036446,0.9004128337947268
1020,Ford Fiesta 1.5 TDCi Titanium,2011,195000,133564,Diesel,Dealer,Manual,First Owner,1.4440407203887713,-0.49605070317786,-0.5343766433847311
1021,Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,-1.2053454213235502,1.1647406085416476,5.697449941232072
1022,BMW 3 Series 320d Sport,2013,1490000,40000,Diesel,Dealer,Automatic,First Owner,-0.5621031804494312,-0.0215388998294292,1.7042406734193627
1023,BMW X5 xDrive 30d xLine,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,-0.7765172607408042,1.401996510215863,7.685411265034934
1024,Honda City i-VTEC CVT ZX,2018,1140000,23038,Petrol,Trustmark Dealer,Automatic,First Owner,-0.925792343439658,1.1647406085416476,1.099208966175013
1025,Chevrolet Beat Diesel LS,2011,95000,70000,Diesel,Individual,Manual,First Owner,0.0811390604246878,-0.49605070317786,-0.7072428454545453
1026,BMW 3 Series GT Luxury Line,2017,3050000,30000,Diesel,Individual,Automatic,First Owner,-0.7765172607408042,0.927484706867432,4.400953425708464
1027,Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,-0.9932898959153824,0.927484706867432,0.0792983739631093
1028,Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,-1.164220800723665,0.4529729035190014,0.2089480255154699
1029,Hyundai Grand i10 Magna AT,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,-1.19441030322869,0.927484706867432,0.027438513342165
1030,Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,First Owner,-0.5406617724202939,0.6902288051932168,-0.4583155144740128
1031,Toyota Fortuner 4x2 AT,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,-0.4085398161447499,0.927484706867432,3.623055516394301
1032,Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,First Owner,-0.3514627879711863,-0.2587948015036446,-0.4738752013223168
1033,Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,-0.1654371319103911,-0.0215388998294292,1.3757948894867158
1034,Maruti Baleno Delta 1.2,2017,585000,43608,Petrol,Trustmark Dealer,Manual,First Owner,-0.4847425802803038,0.927484706867432,0.1398015446875443
1035,Maruti Baleno Alpha CVT,2018,825000,11212,Petrol,Trustmark Dealer,Automatic,First Owner,-1.179358434792236,1.1647406085416476,0.5546804296550985
1036,Hyundai i20 1.4 Magna Executive,2013,280000,52000,Diesel,Dealer,Manual,First Owner,-0.3048062840997836,-0.0215388998294292,-0.387440371625389
1037,Maruti Baleno Zeta,2016,725000,49217,Petrol,Trustmark Dealer,Manual,First Owner,-0.3644777226448727,0.6902288051932168,0.3818142275852842
1038,Mahindra Verito 1.5 D4 BSIV,2015,300000,90000,Diesel,Individual,Manual,First Owner,0.5099672210074339,0.4529729035190014,-0.3528671312114262
1039,Hyundai Xcent 1.2 Kappa S,2015,375000,70000,Petrol,Individual,Manual,First Owner,0.0811390604246878,0.4529729035190014,-0.2232174796590655
1040,Honda City VTEC,2003,310000,90000,Petrol,Individual,Manual,Fourth & Above Owner,0.5099672210074339,-2.394097916571583,-0.3355805110044447
1041,Maruti Swift Dzire VDi,2011,375000,190000,Diesel,Individual,Manual,Third Owner,2.654108023921164,-0.49605070317786,-0.2232174796590655
1042,Ford Endeavour 3.2 Titanium AT 4X4,2016,1950000,106000,Diesel,Individual,Automatic,First Owner,0.8530297494736306,0.6902288051932168,2.499425202940508
1043,Tata Xenon XT EX 4X2,2012,400000,80000,Diesel,Individual,Manual,Second Owner,0.2955531407160608,-0.2587948015036446,-0.1800009291416119
1044,Nissan Terrano XL Plus 85 PS,2014,550000,80000,Diesel,Individual,Manual,Second Owner,0.2955531407160608,0.2157170018447861,0.0792983739631093
1045,Maruti Eeco 7 Seater Standard BSIV,2018,270000,20000,Petrol,Individual,Manual,First Owner,-0.9909313410321772,1.1647406085416476,-0.4047269918323704
1046,Maruti Ertiga ZDI,2012,555000,110000,Diesel,Individual,Manual,Second Owner,0.9387953815901798,-0.2587948015036446,0.0879416840666
1047,Ford Ecosport 1.5 DV5 MT Ambiente,2013,500000,60000,Diesel,Individual,Manual,Second Owner,-0.1332750198666852,-0.0215388998294292,-0.0071347270717977
1048,Skoda Laura Elegance 1.9 TDI  AT,2010,400000,130000,Diesel,Individual,Automatic,Second Owner,1.367623542172926,-0.7333066048520753,-0.1800009291416119
1049,Hyundai EON 1.0 Era Plus,2017,280000,28838,Petrol,Individual,Manual,First Owner,-0.8014321768706618,0.927484706867432,-0.387440371625389
1050,Tata Indica GLS BS IV,2008,80000,200000,Petrol,Individual,Manual,First Owner,2.8685221042125373,-1.207818408200506,-0.7331727757650174
1051,Tata Indica DLS,2006,55000,100000,Diesel,Individual,Manual,First Owner,0.7243813012988068,-1.682330211548937,-0.776389326282471
1052,Maruti Alto 800 LXI Airbag,2014,250000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,0.2157170018447861,-0.4393002322463333
1053,Mahindra Bolero SLX 2WD,2010,250000,190000,Diesel,Individual,Manual,Fourth & Above Owner,2.654108023921164,-0.7333066048520753,-0.4393002322463333
1054,Mahindra Jeep MM 540,2007,95000,100000,Diesel,Individual,Manual,Second Owner,0.7243813012988068,-1.4450743098747214,-0.7072428454545453
1055,Mahindra Scorpio 1.99 S10,2014,725000,135000,Diesel,Individual,Manual,Second Owner,1.4748305823186123,0.2157170018447861,0.3818142275852842
1056,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,320000,50000,Diesel,Individual,Manual,Third Owner,-0.3476891001580582,0.4529729035190014,-0.3182938907974633
1057,Skoda Octavia Elegance 2.0 TDI AT,2014,1200000,135000,Diesel,Individual,Automatic,Third Owner,1.4748305823186123,0.2157170018447861,1.2029286874169016
1058,Chevrolet Beat Diesel LS,2012,160000,50000,Diesel,Individual,Manual,First Owner,-0.3476891001580582,-0.2587948015036446,-0.594879814109166
1059,Honda Jazz 1.5 VX i DTEC,2018,790000,19571,Diesel,Dealer,Manual,First Owner,-1.000129705076677,1.1647406085416476,0.4941772589306634
